,first,second,third
99010,1,3,2
99011,3,1,2
99012,3,1,2
99013,2,1,3
99014,1,3,2
99015,3,2,1
99016,3,2,1
99017,2,3,1
99018,3,1,2
99019,1,3,2
99020,3,1,2
99021,3,1,2
99022,1,3,2
99023,1,3,2
99024,3,1,2
99025,1,3,2
99026,2,1,3
99027,2,3,1
99028,1,3,2
99029,2,1,3
99030,1,2,3
99031,1,3,2
99032,2,1,3
99033,1,3,2
99034,2,3,1
99035,2,1,3
99036,2,1,3
99037,2,1,3
99038,3,2,1
99039,1,2,3
99040,1,2,3
99041,2,1,3
99042,1,3,2
99043,1,3,2
99044,1,2,3
99045,2,3,1
99046,1,2,3
99047,1,2,3
99048,1,2,3
99049,1,2,3
99050,3,2,1
99051,1,3,2
99052,1,2,3
99053,2,1,3
99054,1,3,2
99055,3,2,1
99056,1,2,3
99057,3,1,2
99058,2,3,1
99059,2,3,1
99060,1,3,2
99061,1,2,3
99062,2,3,1
99063,3,2,1
99064,2,1,3
99065,3,2,1
99066,1,2,3
99067,1,2,3
99068,1,2,3
99069,3,2,1
99070,2,3,1
99071,3,2,1
99072,1,3,2
99073,1,2,3
99074,3,2,1
99075,3,1,2
99076,3,1,2
99077,2,1,3
99078,3,1,2
99079,2,3,1
99080,3,1,2
99081,2,1,3
99082,3,2,1
99083,3,2,1
99084,3,1,2
99085,2,3,1
99086,1,2,3
99087,3,2,1
99088,2,3,1
99089,3,1,2
99090,1,2,3
99091,3,2,1
99092,1,2,3
99093,3,2,1
99094,1,3,2
99095,3,1,2
99096,1,3,2
99097,3,2,1
99098,2,3,1
99099,3,2,1
99100,2,1,3
99101,3,1,2
99102,3,1,2
99103,2,3,1
99104,3,2,1
99105,3,1,2
99106,1,2,3
99107,3,1,2
99108,2,3,1
99109,2,1,3
99110,1,2,3
99111,2,1,3
99112,2,3,1
99113,1,2,3
99114,3,1,2
99115,1,3,2
99116,1,2,3
99117,3,2,1
99118,2,1,3
99119,1,3,2
99120,2,1,3
99121,1,3,2
99122,1,2,3
99123,1,3,2
99124,1,2,3
99125,2,1,3
99126,2,3,1
99127,1,3,2
99128,3,1,2
99129,2,3,1
99130,3,2,1
99131,3,1,2
99132,1,2,3
99133,3,1,2
99134,3,2,1
99135,2,1,3
99136,2,3,1
99137,1,3,2
99138,2,1,3
99139,1,2,3
99140,2,3,1
99141,3,1,2
99142,2,3,1
99143,1,3,2
99144,1,2,3
99145,1,3,2
99146,3,2,1
99147,2,3,1
99148,2,3,1
99149,2,1,3
99150,2,3,1
99151,1,3,2
99152,3,2,1
99153,2,1,3
99154,3,1,2
99155,3,2,1
99156,2,3,1
99157,1,3,2
99158,2,3,1
99159,2,1,3
99160,3,2,1
99161,1,3,2
99162,2,1,3
99163,2,1,3
99164,2,3,1
99165,3,2,1
99166,1,3,2
99167,3,2,1
99168,1,3,2
99169,3,2,1
99170,3,2,1
99171,3,1,2
99172,1,3,2
99173,1,2,3
99174,1,2,3
99175,3,1,2
99176,2,1,3
99177,3,1,2
99178,2,1,3
99179,1,3,2
99180,1,3,2
99181,3,1,2
99182,2,3,1
99183,1,2,3
99184,3,2,1
99185,2,1,3
99186,1,2,3
99187,1,3,2
99188,3,1,2
99189,3,2,1
99190,2,3,1
99191,3,2,1
99192,3,1,2
99193,2,1,3
99194,2,1,3
99195,2,1,3
99196,1,3,2
99197,3,2,1
99198,3,2,1
99199,3,2,1
99200,3,2,1
99201,1,3,2
99202,3,1,2
99203,3,2,1
99204,2,3,1
99205,3,1,2
99206,1,2,3
99207,2,3,1
99208,1,3,2
99209,2,3,1
99210,3,1,2
99211,1,3,2
99212,1,2,3
99213,2,3,1
99214,3,2,1
99215,3,1,2
99216,3,1,2
99217,2,3,1
99218,1,3,2
99219,1,2,3
99220,3,1,2
99221,3,1,2
99222,1,2,3
99223,3,2,1
99224,2,3,1
99225,2,1,3
99226,3,1,2
99227,1,3,2
99228,2,3,1
99229,2,1,3
99230,3,2,1
99231,3,2,1
99232,1,3,2
99233,2,3,1
99234,1,3,2
99235,3,1,2
99236,3,2,1
99237,1,2,3
99238,1,2,3
99239,3,2,1
99240,3,1,2
99241,2,3,1
99242,2,1,3
99243,3,1,2
99244,2,3,1
99245,2,1,3
99246,1,2,3
99247,3,2,1
99248,3,1,2
99249,2,3,1
99250,3,1,2
99251,3,1,2
99252,2,3,1
99253,1,3,2
99254,3,2,1
99255,3,1,2
99256,3,1,2
99257,3,1,2
99258,1,3,2
99259,3,1,2
99260,1,2,3
99261,1,3,2
99262,2,1,3
99263,3,2,1
99264,2,3,1
99265,2,1,3
99266,3,1,2
99267,1,2,3
99268,2,1,3
99269,2,1,3
99270,1,2,3
99271,3,1,2
99272,3,2,1
99273,1,2,3
99274,2,3,1
99275,1,3,2
99276,1,2,3
99277,1,3,2
99278,2,3,1
99279,2,3,1
99280,3,1,2
99281,1,3,2
99282,1,2,3
99283,1,3,2
99284,2,1,3
99285,2,3,1
99286,3,2,1
99287,1,3,2
99288,2,1,3
99289,3,2,1
99290,2,1,3
99291,1,3,2
99292,1,3,2
99293,1,2,3
99294,2,1,3
99295,2,1,3
99296,2,3,1
99297,2,1,3
99298,2,3,1
99299,3,2,1
99300,2,3,1
99301,3,2,1
99302,3,1,2
99303,3,2,1
99304,1,3,2
99305,2,3,1
99306,1,3,2
99307,2,3,1
99308,3,1,2
99309,3,1,2
99310,3,1,2
99311,1,3,2
99312,3,2,1
99313,3,2,1
99314,1,2,3
99315,2,1,3
99316,2,3,1
99317,1,2,3
99318,3,2,1
99319,2,1,3
99320,1,2,3
99321,1,3,2
99322,2,3,1
99323,3,2,1
99324,3,1,2
99325,1,3,2
99326,2,3,1
99327,2,1,3
99328,1,2,3
99329,2,1,3
99330,3,2,1
99331,2,3,1
99332,2,1,3
99333,3,2,1
99334,2,1,3
99335,2,1,3
99336,3,1,2
99337,2,3,1
99338,3,2,1
99339,2,3,1
99340,1,2,3
99341,2,1,3
99342,3,1,2
99343,3,2,1
99344,1,3,2
99345,1,2,3
99346,1,2,3
99347,1,3,2
99348,2,1,3
99349,2,1,3
99350,1,3,2
99351,3,1,2
99352,3,1,2
99353,1,3,2
99354,2,3,1
99355,2,1,3
99356,1,3,2
99357,3,2,1
99358,2,1,3
99359,1,3,2
99360,3,2,1
99361,2,3,1
99362,2,3,1
99363,3,1,2
99364,3,2,1
99365,1,3,2
99366,3,1,2
99367,2,3,1
99368,3,1,2
99369,3,2,1
99370,2,3,1
99371,1,2,3
99372,2,3,1
99373,1,3,2
99374,2,1,3
99375,1,3,2
99376,1,3,2
99377,3,2,1
99378,2,1,3
99379,3,1,2
99380,3,1,2
99381,2,3,1
99382,3,1,2
99383,3,2,1
99384,2,1,3
99385,1,3,2
99386,1,3,2
99387,1,3,2
99388,3,1,2
99389,1,3,2
99390,3,1,2
99391,2,3,1
99392,3,2,1
99393,1,3,2
99394,2,3,1
99395,1,3,2
99396,1,2,3
99397,1,2,3
99398,1,3,2
99399,1,2,3
99400,3,2,1
99401,2,3,1
99402,1,3,2
99403,1,2,3
99404,3,1,2
99405,2,1,3
99406,2,1,3
99407,1,3,2
99408,1,3,2
99409,3,2,1
99410,1,2,3
99411,2,1,3
99412,3,2,1
99413,1,3,2
99414,1,3,2
99415,3,2,1
99416,3,1,2
99417,1,2,3
99418,1,3,2
99419,1,2,3
99420,3,2,1
99421,1,3,2
99422,3,2,1
99423,1,2,3
99424,2,1,3
99425,3,2,1
99426,3,1,2
99427,1,3,2
99428,2,3,1
99429,3,1,2
99430,1,3,2
99431,2,3,1
99432,1,3,2
99433,1,3,2
99434,3,2,1
99435,1,2,3
99436,3,2,1
99437,1,2,3
99438,2,1,3
99439,2,3,1
99440,1,3,2
99441,1,3,2
99442,1,2,3
99443,1,3,2
99444,2,1,3
99445,1,3,2
99446,3,2,1
99447,1,3,2
99448,1,2,3
99449,3,1,2
99450,1,3,2
99451,1,2,3
99452,3,1,2
99453,3,1,2
99454,2,3,1
99455,3,2,1
99456,1,2,3
99457,3,1,2
99458,3,2,1
99459,3,2,1
99460,3,2,1
99461,1,2,3
99462,1,2,3
99463,1,2,3
99464,2,3,1
99465,3,1,2
99466,3,1,2
99467,2,1,3
99468,2,3,1
99469,3,2,1
99470,1,3,2
99471,2,1,3
99472,3,2,1
99473,2,3,1
99474,3,1,2
99475,3,2,1
99476,2,3,1
99477,2,3,1
99478,1,2,3
99479,3,1,2
99480,1,2,3
99481,2,3,1
99482,1,2,3
99483,2,1,3
99484,2,3,1
99485,2,1,3
99486,3,1,2
99487,3,1,2
99488,1,3,2
99489,1,2,3
99490,3,1,2
99491,2,3,1
99492,2,3,1
99493,1,2,3
99494,2,3,1
99495,2,3,1
99496,2,3,1
99497,2,1,3
99498,3,1,2
99499,2,3,1
99500,3,1,2
99501,3,2,1
99502,2,1,3
99503,2,1,3
99504,2,1,3
99505,2,1,3
99506,3,1,2
99507,3,2,1
99508,3,2,1
99509,2,1,3
99510,2,1,3
99511,2,3,1
99512,3,2,1
99513,3,1,2
99514,1,2,3
99515,3,1,2
99516,2,3,1
99517,2,1,3
99518,1,2,3
99519,1,2,3
99520,2,3,1
99521,2,1,3
99522,3,2,1
99523,1,2,3
99524,2,3,1
99525,2,3,1
99526,2,3,1
99527,1,2,3
99528,3,1,2
99529,1,3,2
99530,3,1,2
99531,1,3,2
99532,1,3,2
99533,3,1,2
99534,2,3,1
99535,2,3,1
99536,3,1,2
99537,2,1,3
99538,3,2,1
99539,3,2,1
99540,3,1,2
99541,1,2,3
99542,1,3,2
99543,1,3,2
99544,3,2,1
99545,2,1,3
99546,2,3,1
99547,3,2,1
99548,1,2,3
99549,3,1,2
99550,1,2,3
99551,1,2,3
99552,3,2,1
99553,2,3,1
99554,1,3,2
99555,3,2,1
99556,2,3,1
99557,2,1,3
99558,2,1,3
99559,3,1,2
99560,1,2,3
99561,1,2,3
99562,3,2,1
99563,2,1,3
99564,3,1,2
99565,1,2,3
99566,1,3,2
99567,3,2,1
99568,1,3,2
99569,1,2,3
99570,1,3,2
99571,1,2,3
99572,3,2,1
99573,3,1,2
99574,2,3,1
99575,1,3,2
99576,3,2,1
99577,3,2,1
99578,1,3,2
99579,1,3,2
99580,2,3,1
99581,2,1,3
99582,2,3,1
99583,1,3,2
99584,3,1,2
99585,2,3,1
99586,1,2,3
99587,3,1,2
99588,1,3,2
99589,1,2,3
99590,2,3,1
99591,1,3,2
99592,2,1,3
99593,1,2,3
99594,3,2,1
99595,1,2,3
99596,3,1,2
99597,3,2,1
99598,1,2,3
99599,2,3,1
99600,2,3,1
99601,3,1,2
99602,1,2,3
99603,2,1,3
99604,3,1,2
99605,1,3,2
99606,3,1,2
99607,3,2,1
99608,3,1,2
99609,2,3,1
99610,1,3,2
99611,2,1,3
99612,2,3,1
99613,3,1,2
99614,3,1,2
99615,3,2,1
99616,2,3,1
99617,1,2,3
99618,2,3,1
99619,3,1,2
99620,1,3,2
99621,2,3,1
99622,2,1,3
99623,1,2,3
99624,3,2,1
99625,3,1,2
99626,1,3,2
99627,1,3,2
99628,1,3,2
99629,1,2,3
99630,3,1,2
99631,1,2,3
99632,2,1,3
99633,1,2,3
99634,3,2,1
99635,1,3,2
99636,3,2,1
99637,2,1,3
99638,1,3,2
99639,1,3,2
99640,3,2,1
99641,3,2,1
99642,1,3,2
99643,2,3,1
99644,3,2,1
99645,1,2,3
99646,1,2,3
99647,2,3,1
99648,3,1,2
99649,2,1,3
99650,2,3,1
99651,1,2,3
99652,2,3,1
99653,2,1,3
99654,3,2,1
99655,3,1,2
99656,2,1,3
99657,1,2,3
99658,1,3,2
99659,3,2,1
99660,1,2,3
99661,3,1,2
99662,2,3,1
99663,3,2,1
99664,1,3,2
99665,3,1,2
99666,1,2,3
99667,3,1,2
99668,1,2,3
99669,2,3,1
99670,3,2,1
99671,2,3,1
99672,3,2,1
99673,2,3,1
99674,1,3,2
99675,3,1,2
99676,3,1,2
99677,1,2,3
99678,3,1,2
99679,1,2,3
99680,2,3,1
99681,1,3,2
99682,3,2,1
99683,2,3,1
99684,1,2,3
99685,1,3,2
99686,2,3,1
99687,2,1,3
99688,1,3,2
99689,1,3,2
99690,3,1,2
99691,2,3,1
99692,3,1,2
99693,1,2,3
99694,2,3,1
99695,1,3,2
99696,3,2,1
99697,2,3,1
99698,3,1,2
99699,2,1,3
99700,2,1,3
99701,3,2,1
99702,3,2,1
99703,1,3,2
99704,1,2,3
99705,2,1,3
99706,3,1,2
99707,3,2,1
99708,2,3,1
99709,1,2,3
99710,1,3,2
99711,3,1,2
99712,1,2,3
99713,3,2,1
99714,3,1,2
99715,3,2,1
99716,3,1,2
99717,2,1,3
99718,1,2,3
99719,1,2,3
99720,1,2,3
99721,3,1,2
99722,2,3,1
99723,1,2,3
99724,2,3,1
99725,3,1,2
99726,2,3,1
99727,3,1,2
99728,3,1,2
99729,3,1,2
99730,2,1,3
99731,1,2,3
99732,2,3,1
99733,3,1,2
99734,1,2,3
99735,2,1,3
99736,2,1,3
99737,2,3,1
99738,1,2,3
99739,1,3,2
99740,2,3,1
99741,2,1,3
99742,3,1,2
99743,2,3,1
99744,2,1,3
99745,2,1,3
99746,2,3,1
99747,2,3,1
99748,2,3,1
99749,1,3,2
99750,3,1,2
99751,3,2,1
99752,2,3,1
99753,1,3,2
99754,2,3,1
99755,2,3,1
99756,3,1,2
99757,3,2,1
99758,1,2,3
99759,1,3,2
99760,1,3,2
99761,1,3,2
99762,3,2,1
99763,2,1,3
99764,2,3,1
99765,3,1,2
99766,2,1,3
99767,1,2,3
99768,2,1,3
99769,2,1,3
99770,1,2,3
99771,2,3,1
99772,3,1,2
99773,1,3,2
99774,2,1,3
99775,2,1,3
99776,2,1,3
99777,2,3,1
99778,2,1,3
99779,2,3,1
99780,1,3,2
99781,3,2,1
99782,1,2,3
99783,2,1,3
99784,2,3,1
99785,2,3,1
99786,3,2,1
99787,1,2,3
99788,3,2,1
99789,2,3,1
99790,3,2,1
99791,3,2,1
99792,2,1,3
99793,3,1,2
99794,2,1,3
99795,1,3,2
99796,3,2,1
99797,1,3,2
99798,2,1,3
99799,3,2,1
99800,3,2,1
99801,3,2,1
99802,3,2,1
99803,2,3,1
99804,3,1,2
99805,2,1,3
99806,2,3,1
99807,3,1,2
99808,1,2,3
99809,1,2,3
99810,1,3,2
99811,3,2,1
99812,3,1,2
99813,1,3,2
99814,2,3,1
99815,3,2,1
99816,3,2,1
99817,2,1,3
99818,3,2,1
99819,3,2,1
99820,2,1,3
99821,3,2,1
99822,1,3,2
99823,3,2,1
99824,3,1,2
99825,2,3,1
99826,1,2,3
99827,3,1,2
99828,2,3,1
99829,1,3,2
99830,2,3,1
99831,2,1,3
99832,2,1,3
99833,2,1,3
99834,2,1,3
99835,1,3,2
99836,3,1,2
99837,1,3,2
99838,1,3,2
99839,1,3,2
99840,1,3,2
99841,1,2,3
99842,3,1,2
99843,1,2,3
99844,3,1,2
99845,3,1,2
99846,3,2,1
99847,3,1,2
99848,1,2,3
99849,1,2,3
99850,2,3,1
99851,1,2,3
99852,1,2,3
99853,3,1,2
99854,3,1,2
99855,3,1,2
99856,2,3,1
99857,3,2,1
99858,3,2,1
99859,1,2,3
99860,1,2,3
99861,1,2,3
99862,3,1,2
99863,3,1,2
99864,1,2,3
99865,3,2,1
99866,1,2,3
99867,3,1,2
99868,3,2,1
99869,2,1,3
99870,3,2,1
99871,1,3,2
99872,3,1,2
99873,2,1,3
99874,1,2,3
99875,2,3,1
99876,1,2,3
99877,2,3,1
99878,1,2,3
99879,2,1,3
99880,2,3,1
99881,3,2,1
99882,1,2,3
99883,1,3,2
99884,1,2,3
99885,1,3,2
99886,2,1,3
99887,2,3,1
99888,3,1,2
99889,3,1,2
99890,2,1,3
99891,2,3,1
99892,3,2,1
99893,2,1,3
99894,3,1,2
99895,2,1,3
99896,1,2,3
99897,2,3,1
99898,2,1,3
99899,1,2,3
99900,1,3,2
99901,3,2,1
99902,3,1,2
99903,1,2,3
99904,3,1,2
99905,1,3,2
99906,3,1,2
99907,3,2,1
99908,1,3,2
99909,3,2,1
99910,2,3,1
99911,2,3,1
99912,3,1,2
99913,3,2,1
99914,2,1,3
99915,3,1,2
99916,1,3,2
99917,3,2,1
99918,1,2,3
99919,2,3,1
99920,3,1,2
99921,1,2,3
99922,1,2,3
99923,2,1,3
99924,3,2,1
99925,3,1,2
99926,3,1,2
99927,3,2,1
99928,1,3,2
99929,2,1,3
99930,2,3,1
99931,2,1,3
99932,2,3,1
99933,2,3,1
99934,2,3,1
99935,1,3,2
99936,1,3,2
99937,1,3,2
99938,2,3,1
99939,3,2,1
99940,3,2,1
99941,3,2,1
99942,3,1,2
99943,2,1,3
99944,1,2,3
99945,2,1,3
99946,3,2,1
99947,2,3,1
99948,3,1,2
99949,1,3,2
99950,2,3,1
99951,1,3,2
99952,3,1,2
99953,3,2,1
99954,2,1,3
99955,1,2,3
99956,3,1,2
99957,1,2,3
99958,1,2,3
99959,3,2,1
99960,1,3,2
99961,3,1,2
99962,1,2,3
99963,2,3,1
99964,2,3,1
99965,2,1,3
99966,2,3,1
99967,2,1,3
99968,1,3,2
99969,1,2,3
99970,2,1,3
99971,3,2,1
99972,2,1,3
99973,3,2,1
99974,1,3,2
99975,2,3,1
99976,1,2,3
99977,3,2,1
99978,1,2,3
99979,3,1,2
99980,3,1,2
99981,3,1,2
99982,2,1,3
99983,3,2,1
99984,1,2,3
99985,2,3,1
99986,3,1,2
99987,2,1,3
99988,2,1,3
99989,1,3,2
99990,1,3,2
99991,3,2,1
99992,2,1,3
99993,3,1,2
99994,1,2,3
99995,1,3,2
99996,1,3,2
99997,1,2,3
99998,3,1,2
99999,2,3,1
100000,1,2,3
100001,1,2,3
100002,3,1,2
100003,3,1,2
100004,2,1,3
100005,1,3,2
100006,1,3,2
100007,3,2,1
100008,3,1,2
100009,2,3,1
100010,2,3,1
100011,1,3,2
100012,1,2,3
100013,3,2,1
100014,2,3,1
100015,1,3,2
100016,1,2,3
100017,1,2,3
100018,2,3,1
100019,3,1,2
100020,2,3,1
100021,2,1,3
100022,3,2,1
100023,2,3,1
100024,3,1,2
100025,1,2,3
100026,3,2,1
100027,1,3,2
100028,3,2,1
100029,1,2,3
100030,3,2,1
100031,1,3,2
100032,3,2,1
100033,1,2,3
100034,1,2,3
100035,1,3,2
100036,3,2,1
100037,1,2,3
100038,3,1,2
100039,1,2,3
100040,3,1,2
100041,1,3,2
100042,1,2,3
100043,3,1,2
100044,2,3,1
100045,1,2,3
100046,1,2,3
100047,3,2,1
100048,1,2,3
100049,2,3,1
100050,3,2,1
100051,2,1,3
100052,3,1,2
100053,3,1,2
100054,3,2,1
100055,1,3,2
100056,1,3,2
100057,2,1,3
100058,3,1,2
100059,2,1,3
100060,2,1,3
100061,3,2,1
100062,3,2,1
100063,1,2,3
100064,1,2,3
100065,3,1,2
100066,1,3,2
100067,2,3,1
100068,2,3,1
100069,3,2,1
100070,2,3,1
100071,1,2,3
100072,3,1,2
100073,1,2,3
100074,3,2,1
100075,3,1,2
100076,3,2,1
100077,1,2,3
100078,3,1,2
100079,2,3,1
100080,1,3,2
100081,3,1,2
100082,3,2,1
100083,1,3,2
100084,3,2,1
100085,3,1,2
100086,2,3,1
100087,2,3,1
100088,3,1,2
100089,3,2,1
100090,1,3,2
100091,2,3,1
100092,1,2,3
100093,1,3,2
100094,2,3,1
100095,1,3,2
100096,3,2,1
100097,1,3,2
100098,1,3,2
100099,3,2,1
100100,1,3,2
100101,2,3,1
100102,2,3,1
100103,2,1,3
100104,1,2,3
100105,1,3,2
100106,3,1,2
100107,3,1,2
100108,1,2,3
100109,3,1,2
100110,1,3,2
100111,2,1,3
100112,2,3,1
100113,3,1,2
100114,2,1,3
100115,3,2,1
100116,3,1,2
100117,3,1,2
100118,2,1,3
100119,3,1,2
100120,3,2,1
100121,1,3,2
100122,1,2,3
100123,2,3,1
100124,3,1,2
100125,1,2,3
100126,3,2,1
100127,1,2,3
100128,3,1,2
100129,2,1,3
100130,3,2,1
100131,2,1,3
100132,2,1,3
100133,1,3,2
100134,1,3,2
100135,1,2,3
100136,1,3,2
100137,1,3,2
100138,2,1,3
100139,1,2,3
100140,2,3,1
100141,2,3,1
100142,3,2,1
100143,3,1,2
100144,1,3,2
100145,2,3,1
100146,1,2,3
100147,2,1,3
100148,2,3,1
100149,1,2,3
100150,1,3,2
100151,2,3,1
100152,1,3,2
100153,1,3,2
100154,2,1,3
100155,2,3,1
100156,2,1,3
100157,1,3,2
100158,3,1,2
100159,1,3,2
100160,1,2,3
100161,2,1,3
100162,3,2,1
100163,2,3,1
100164,3,2,1
100165,1,2,3
100166,1,3,2
100167,1,2,3
100168,2,3,1
100169,1,2,3
100170,1,3,2
100171,1,3,2
100172,1,2,3
100173,1,2,3
100174,3,2,1
100175,3,2,1
100176,1,2,3
100177,1,3,2
100178,2,3,1
100179,3,1,2
100180,3,2,1
100181,3,1,2
100182,3,2,1
100183,3,2,1
100184,3,1,2
100185,2,1,3
100186,2,1,3
100187,1,2,3
100188,3,2,1
100189,2,1,3
100190,2,1,3
100191,3,1,2
100192,1,2,3
100193,3,1,2
100194,1,2,3
100195,2,3,1
100196,3,2,1
100197,3,2,1
100198,3,2,1
100199,1,2,3
100200,2,1,3
100201,2,3,1
100202,2,1,3
100203,2,1,3
100204,2,1,3
100205,2,1,3
100206,1,2,3
100207,2,3,1
100208,1,3,2
100209,3,2,1
100210,1,2,3
100211,2,1,3
100212,2,3,1
100213,2,1,3
100214,2,1,3
100215,2,1,3
100216,2,3,1
100217,3,1,2
100218,1,2,3
100219,2,1,3
100220,3,1,2
100221,2,3,1
100222,2,1,3
100223,2,1,3
100224,2,3,1
100225,3,2,1
100226,2,3,1
100227,3,1,2
100228,2,3,1
100229,1,2,3
100230,3,1,2
100231,3,2,1
100232,2,3,1
100233,1,2,3
100234,3,1,2
100235,1,2,3
100236,3,1,2
100237,3,2,1
100238,1,3,2
100239,2,3,1
100240,2,3,1
100241,2,3,1
100242,1,2,3
100243,2,1,3
100244,2,3,1
100245,2,1,3
100246,1,3,2
100247,3,2,1
100248,3,2,1
100249,3,1,2
100250,3,1,2
100251,2,1,3
100252,2,3,1
100253,1,3,2
100254,2,3,1
100255,1,2,3
100256,3,1,2
100257,2,3,1
100258,2,3,1
100259,2,1,3
100260,1,3,2
100261,3,2,1
100262,1,3,2
100263,1,3,2
100264,2,3,1
100265,2,1,3
100266,3,2,1
100267,2,3,1
100268,1,3,2
100269,3,2,1
100270,1,2,3
100271,1,3,2
100272,1,2,3
100273,1,2,3
100274,3,2,1
100275,2,1,3
100276,1,2,3
100277,1,2,3
100278,3,2,1
100279,1,2,3
100280,1,3,2
100281,2,3,1
100282,3,2,1
100283,3,2,1
100284,3,1,2
100285,1,2,3
100286,2,3,1
100287,2,3,1
100288,2,1,3
100289,3,2,1
100290,3,1,2
100291,2,3,1
100292,2,1,3
100293,3,1,2
100294,2,3,1
100295,1,2,3
100296,3,2,1
100297,1,2,3
100298,2,1,3
100299,1,3,2
100300,3,1,2
100301,1,3,2
100302,1,2,3
100303,1,3,2
100304,2,3,1
100305,3,1,2
100306,3,2,1
100307,1,2,3
100308,3,1,2
100309,1,2,3
100310,2,1,3
100311,2,3,1
100312,1,3,2
100313,2,1,3
100314,3,1,2
100315,2,1,3
100316,1,2,3
100317,2,1,3
100318,3,1,2
100319,3,2,1
100320,1,3,2
100321,2,3,1
100322,1,2,3
100323,1,3,2
100324,1,3,2
100325,3,2,1
100326,2,3,1
100327,3,2,1
100328,1,3,2
100329,2,3,1
100330,1,2,3
100331,1,2,3
100332,2,1,3
100333,1,3,2
100334,1,3,2
100335,3,2,1
100336,3,1,2
100337,3,2,1
100338,1,3,2
100339,2,3,1
100340,2,3,1
100341,1,3,2
100342,3,2,1
100343,2,1,3
100344,2,1,3
100345,1,3,2
100346,3,1,2
100347,2,1,3
100348,2,3,1
100349,1,3,2
100350,1,2,3
100351,1,2,3
100352,1,3,2
100353,2,1,3
100354,1,2,3
100355,3,2,1
100356,3,2,1
100357,3,2,1
100358,3,1,2
100359,3,2,1
100360,2,3,1
100361,2,1,3
100362,2,3,1
100363,2,1,3
100364,2,3,1
100365,1,3,2
100366,2,1,3
100367,3,2,1
100368,1,3,2
100369,2,3,1
100370,2,1,3
100371,1,2,3
100372,2,1,3
100373,2,3,1
100374,1,3,2
100375,2,3,1
100376,2,1,3
100377,2,3,1
100378,3,2,1
100379,1,2,3
100380,2,1,3
100381,2,3,1
100382,2,1,3
100383,2,3,1
100384,2,1,3
100385,1,2,3
100386,3,2,1
100387,3,1,2
100388,1,3,2
100389,2,3,1
100390,2,1,3
100391,3,1,2
100392,2,3,1
100393,1,2,3
100394,1,3,2
100395,1,3,2
100396,1,2,3
100397,3,2,1
100398,3,2,1
100399,2,3,1
100400,2,3,1
100401,2,1,3
100402,1,2,3
100403,3,2,1
100404,1,3,2
100405,2,1,3
100406,3,2,1
100407,2,1,3
100408,3,2,1
100409,1,2,3
100410,3,1,2
100411,3,1,2
100412,2,1,3
100413,2,1,3
100414,3,1,2
100415,3,2,1
100416,3,2,1
100417,3,1,2
100418,3,2,1
100419,2,1,3
100420,3,1,2
100421,1,2,3
100422,2,1,3
100423,2,1,3
100424,1,3,2
100425,1,2,3
100426,3,1,2
100427,2,1,3
100428,3,1,2
100429,3,2,1
100430,2,3,1
100431,1,2,3
100432,3,1,2
100433,1,2,3
100434,3,1,2
100435,3,1,2
100436,3,2,1
100437,3,2,1
100438,3,1,2
100439,2,3,1
100440,3,1,2
100441,1,2,3
100442,3,1,2
100443,3,2,1
100444,3,1,2
100445,3,1,2
100446,3,1,2
100447,1,2,3
100448,1,2,3
100449,2,3,1
100450,3,1,2
100451,2,1,3
100452,2,3,1
100453,1,2,3
100454,1,2,3
100455,3,1,2
100456,2,3,1
100457,1,2,3
100458,3,1,2
100459,2,3,1
100460,1,2,3
100461,2,3,1
100462,3,1,2
100463,1,2,3
100464,1,2,3
100465,1,3,2
100466,1,2,3
100467,2,3,1
100468,1,2,3
100469,2,1,3
100470,3,1,2
100471,3,1,2
100472,2,1,3
100473,2,3,1
100474,3,1,2
100475,1,3,2
100476,1,2,3
100477,2,1,3
100478,2,1,3
100479,1,2,3
100480,2,1,3
100481,3,2,1
100482,3,2,1
100483,2,3,1
100484,2,3,1
100485,2,3,1
100486,3,2,1
100487,3,2,1
100488,1,2,3
100489,2,3,1
100490,1,2,3
100491,3,1,2
100492,2,3,1
100493,3,2,1
100494,2,1,3
100495,2,3,1
100496,2,1,3
100497,2,3,1
100498,1,2,3
100499,2,3,1
100500,3,2,1
100501,2,1,3
100502,1,2,3
100503,3,1,2
100504,1,2,3
100505,2,1,3
100506,2,1,3
100507,2,3,1
100508,3,1,2
100509,2,1,3
100510,3,1,2
100511,3,1,2
100512,2,3,1
100513,1,3,2
100514,2,1,3
100515,1,2,3
100516,3,1,2
100517,1,2,3
100518,3,1,2
100519,3,2,1
100520,2,3,1
100521,2,3,1
100522,2,1,3
100523,2,1,3
100524,1,2,3
100525,1,2,3
100526,2,3,1
100527,2,3,1
100528,1,2,3
100529,3,2,1
100530,3,1,2
100531,3,1,2
100532,1,2,3
100533,2,3,1
100534,2,3,1
100535,2,3,1
100536,1,3,2
100537,2,3,1
100538,2,3,1
100539,1,2,3
100540,1,2,3
100541,1,2,3
100542,1,2,3
100543,2,3,1
100544,3,2,1
100545,2,3,1
100546,2,3,1
100547,2,1,3
100548,1,2,3
100549,1,2,3
100550,1,2,3
100551,3,2,1
100552,3,2,1
100553,1,3,2
100554,2,3,1
100555,3,1,2
100556,3,2,1
100557,1,2,3
100558,2,1,3
100559,3,1,2
100560,3,1,2
100561,2,1,3
100562,1,2,3
100563,3,2,1
